Job Title,Company,Location,Salary,Category,Benefits,Extract Date,Posted Date,Website,Job URL
LORRY MECHANIC,METRO SEGAK FORWARDING & LOGISTIC SDN. BHD.,"Kuching, Sarawak","RM 3,000 – RM 4,000 per month","Machine OperatorsMachine Operators , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,1d ago,Jobstreet,https://www.jobstreet.com.my/job/76459911?type=standard&ref=search-standalone
Merchandising assistant,Everrise Departmental Store Sdn Bhd,"Kuching Division, Sarawak",,"MerchandisersMerchandisers , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76412179?type=standard&ref=search-standalone
"QUANTITY SURVEYOR, PROJECT ENGINEER",TEKES RESOURCES SDN BHD,"Kuching, Sarawak",,"Contracts ManagementContracts Management , Construction(Construction)",,09-06-2024,2d ago,Jobstreet,https://www.jobstreet.com.my/job/76431202?type=standard&ref=search-standalone
HUMAN RESOURCE CUM ADMIN EXECUTIVE,Heng Lian Enterprise Bhd,"Kuching, Sarawak","MYR 3,000 - 4,000","Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76375513?type=standard&ref=search-standalone
Facility Engineer,LOTTE EM MALAYSIA SDN BHD,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76371362?type=standout&ref=search-standalone
Corporate Secretariat Assistant,SINOWAJA (MALAYSIA) SDN. BHD.,"Kuching, Sarawak","RM 1,800 – RM 2,600 per month","PA, EA & SecretarialPA, EA & Secretarial , Administration & Office Support(Administration & Office Support)","Annual Bonus & Loyalty RewardsInsurance Coverage & Travelling allowanceAnnual leave, EPF / SOCSO / EIS , Public Holidays",09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76259349?type=standout&ref=search-standalone
Planning Engineer,Chec Construction (M) Sdn Bhd,"Kuching, Sarawak",,"Project ManagementProject Management , Construction(Construction)",Open working culturecareer growth,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75917998?type=standout&ref=search-standalone
Project Engineer (Mechanical),Pansar Company Sdn Bhd,"Kuching, Sarawak","RM 2,400 – RM 3,500 per month","Project ManagementProject Management , Engineering(Engineering)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76414213?type=standard&ref=search-standalone
Account & Admin Assistant,Vemax Distribution Sdn Bhd,"Kuching, Sarawak","RM 2,000 – RM 3,000 per month","Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)","Office located at Hock Kui Commercial Centre, near to Aeon Mall Kuching5 days working per week",09-06-2024,26d ago,Jobstreet,https://www.jobstreet.com.my/job/75832537?type=standout&ref=search-standalone
CCTV Engineer,Elabram Systems Sdn Bhd,"Kuching, Sarawak","RM 4,000 per month","Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76288407?type=standout&ref=search-standalone
Quantity Surveyor,Chec Construction (M) Sdn Bhd,"Kuching, Sarawak",,"EstimatingEstimating , Construction(Construction)",Open working cultureon the job training provided,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75941917?type=standout&ref=search-standalone
Project Civil Engineer,TENAGA SERI WANGSA SDN BHD,"Kuching, Sarawak","RM 3,500 – RM 5,000 per month","Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76412993?type=standard&ref=search-standalone
Software Developer,Katimas Sdn Bhd,"Kuching, Sarawak","RM 3,000 – RM 4,500 per month","Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",Conducive Working Environment,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75931788?type=standout&ref=search-standalone
Production Crew Assistant,SYARIKAT KERIS SAKTI,"Kuching, Sarawak","RM 1,600 – RM 1,800 per month","Assembly & Process WorkAssembly & Process Work , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76391746?type=standard&ref=search-standalone
Account Assistant,Private Advertiser,"Kuching, Sarawak",,"Accounts Officers/ClerksAccounts Officers/Clerks , Accounting(Accounting)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76413063?type=standard&ref=search-standalone
"SENIOR EXECUTIVE,  INFORMATION TECHNOLOGY",DEVELOPMENT BANK OF SARAWAK BERHAD,"Kuching, Sarawak",,"Networks & Systems AdministrationNetworks & Systems Administration , Information & Communication Technology(Information & Communication Technology)",Attractive staff benefitSarawakian are preferredFlexible working hours (8:00am-5:00pm / 8:30am-5:30pm / 9:00am-6:00pm),09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76223139?type=standout&ref=search-standalone
Software Developer (Senior/Junior),EMAS KIARA RESOURCES SDN. BHD.,"Kuching, Sarawak","RM 3,500 – RM 5,000 per month","Engineering - SoftwareEngineering - Software , Information & Communication Technology(Information & Communication Technology)",Meal AllowanceHP AllowanceTransportation Allowance,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75918157?type=standout&ref=search-standalone
Content Creator (TikTok Live),SYARIKAT KERIS SAKTI,"Kuching, Sarawak","RM 1,600 – RM 1,800 per month","Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76391562?type=standard&ref=search-standalone
"Support, Warehouse & Logistics",Apex Pharmacy Marketing Sdn Bhd,"Kuching, Sarawak",,"Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)","Competitive remuneration, wellness program & perksWork with an enthusiastic, innovative and high-achieving teamStable job with a well establishment organization",09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76255002?type=standout&ref=search-standalone
NOC Leader,Elabram Systems Sdn Bhd,"Kuching, Sarawak","RM 8,000 – RM 10,000 per month","Engineering - NetworkEngineering - Network , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76288114?type=standout&ref=search-standalone
RF Optimization/Performance Engineer,Elabram Systems Sdn Bhd,"Kuching, Sarawak","RM 8,000 – RM 10,000 per month","Engineering - SoftwareEngineering - Software , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76287857?type=standout&ref=search-standalone
Loan Assessor Assistant 审核助理,BIG GRAIN CREDIT SDN. BHD.,"Kuching, Sarawak","RM 1,600 – RM 2,400 per month","CreditCredit , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76401357?type=standard&ref=search-standalone
Customer Service Specialist - Mandarin Speaking,Teleperformance Malaysia Sdn Bhd,"Kuching, Sarawak","RM 2,800 – RM 3,300 per month","Customer Service - Call CentreCustomer Service - Call Centre , Call Centre & Customer Service(Call Centre & Customer Service)","Work life BalanceJoin an International Company with a dynamic, youthful workplaceCareer growth opportunities & Internal Training Opportunity",09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76244736?type=standout&ref=search-standalone
SUPERVISOR,CULTURE CITY KUCHING,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76421456?type=standard&ref=search-standalone
Branch Manager,Safeguards Secure Solution Sdn Bhd,"Kuching, Sarawak","RM 5,500 – RM 7,500 per month","Security ServicesSecurity Services , Trades & Services(Trades & Services)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76252071?type=standout&ref=search-standalone
Sales & Business Development Officer (Sarawak),CTOS Data Systems Sdn Bhd,"Kuching, Sarawak",,"New Business DevelopmentNew Business Development , Sales(Sales)",Fast track career progressionAttractive sales commissionsGood benefits & medical coverage,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75774494?type=standout&ref=search-standalone
Outdoor Sales / Project Sales / Channel Sales,Vemax Distribution Sdn Bhd,"Kuching, Sarawak","RM 2,800 – RM 4,200 per month","Account & Relationship ManagementAccount & Relationship Management , Sales(Sales)","Attractive project commission and incentive tripWilling to growth with company, you are not alone3A Culture, Ambitious/Accountability/Achievement",09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75809964?type=standout&ref=search-standalone
Site Supervisor,ORICA SINGAPORE PTE LTD- Philippines Branch,"Kuching, Sarawak",,"Mining - OperationsMining - Operations , Mining, Resources & Energy(Mining, Resources & Energy)","Competitive Salary PackageLearning and Developmental OpportunitiesPromotes Diversity, Equity, and Inclusion",09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76251786?type=standout&ref=search-standalone
ACCOUNT EXECUTIVE,ARC CREATORS SDN BHD,"Kuching, Sarawak","MYR 2,500 - 3,500","Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76381472?type=standard&ref=search-standalone
SERVICE CREW,CULTURE CITY KUCHING,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76421472?type=standard&ref=search-standalone
Account Clerk 会计助理,BIG GRAIN CREDIT SDN. BHD.,"Kuching, Sarawak","RM 2,500 – RM 3,500 per month","Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76401327?type=standard&ref=search-standalone
"SME Loan Specialist (Location: Kuching, Sarawak)",Alliance Bank Malaysia Berhad,"Kuching, Sarawak",,"CreditCredit , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76375610?type=standard&ref=search-standalone
KITCHEN HELPER,CULTURE CITY KUCHING,"Kuching, Sarawak",,"OtherOther , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76421435?type=standard&ref=search-standalone
Senior / Web Developer,KARUNA (SARAWAK) ENTERPRISE SDN. BHD.,"Kuching, Sarawak","RM 3,500 – RM 5,000 per month","Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",TeamworkPositive cultureOpen Commmunication,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76139497?type=standout&ref=search-standalone
Golf Club Manager,K ONE SCREEN GOLF,"Kuching, Sarawak","RM 1,800 – RM 2,100 per month","ManagementManagement , Sport & Recreation(Sport & Recreation)",,09-06-2024,3d ago,Jobstreet,https://www.jobstreet.com.my/job/76418515?type=standard&ref=search-standalone
IT Executive,Trienekens (Sarawak) Sdn Bhd,"Kuching, Sarawak",,"ManagementManagement , Information & Communication Technology(Information & Communication Technology)",Personal Growth & Career AdvancementPositive Working EnvironmentTraining & Development,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76191826?type=standout&ref=search-standalone
"Administrator, Business Development",Trienekens (Sarawak) Sdn Bhd,"Kuching, Sarawak",,"Client & Sales AdministrationClient & Sales Administration , Administration & Office Support(Administration & Office Support)",Personal Development & Career GrowthComprehensive Employee Benefits & WelfarePermanent Role with Positive Working Environment,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76186932?type=standout&ref=search-standalone
Head of Concrete,CMS CONRETE PRODUCTS SDN BHD,"Kuching, Sarawak",,"ManagementManagement , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76392257?type=standard&ref=search-standalone
Teller (URGENT),PIRAMAS HOLDING SDN. BHD.,"Kuching, Sarawak",,"Banking - Retail/BranchBanking - Retail/Branch , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,5d ago,Jobstreet,https://www.jobstreet.com.my/job/76342460?type=standard&ref=search-standalone
Junior Lawyer,Private Advertiser,"Kuching, Sarawak","RM 2,800 – RM 3,500 per month","Generalists - Law FirmGeneralists - Law Firm , Legal(Legal)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76384100?type=standard&ref=search-standalone
AREA MANAGER (Supermarket Division),Open Hiring,"Batu Kawa, Sarawak",,"Management - Department/AssistantManagement - Department/Assistant , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76387570?type=standard&ref=search-standalone
PEKERJA AM,COACH AND AIRCOND. INDUSTRIES SDN BHD,"Kuching, Sarawak",,"Team Leaders/SupervisorsTeam Leaders/Supervisors , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76392967?type=standard&ref=search-standalone
Senior Clerk,EEC ENGINEERING SDN. BHD.,"Kuching, Sarawak",,"Financial Accounting & ReportingFinancial Accounting & Reporting , Accounting(Accounting)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76392669?type=standard&ref=search-standalone
Financial Advisor,Anna Ganai,"Kuching, Sarawak","RM 5,000 – RM 7,000 per month","Client ServicesClient Services , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76386050?type=standard&ref=search-standalone
GENERAL WORKER,AVOS (MALAYSIA) SDN BHD,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76392513?type=standard&ref=search-standalone
Ecommerce Executive,Private Advertiser,"Kuching, Sarawak","RM 3,000 – RM 4,000 per month","Digital & Search MarketingDigital & Search Marketing , Marketing & Communications(Marketing & Communications)",,09-06-2024,5d ago,Jobstreet,https://www.jobstreet.com.my/job/76358654?type=standard&ref=search-standalone
(06A) FEMALE MALAY CASHIER,Parkson Vivacity,"Kuching, Sarawak",,"Accounts Receivable/Credit ControlAccounts Receivable/Credit Control , Accounting(Accounting)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76382041?type=standard&ref=search-standalone
Maintenance Engineer (E&I),Crown Automation Sdn. Bhd.,"Kuching, Sarawak","RM 2,500 – RM 3,000 per month","Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,5d ago,Jobstreet,https://www.jobstreet.com.my/job/76358634?type=standard&ref=search-standalone
SUPERMARKET SUPERVISOR/ ASSISTANT,Open Hiring,"Batu Kawa, Sarawak",,"Management - Department/AssistantManagement - Department/Assistant , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76387178?type=standard&ref=search-standalone
MONEY CHANGER CASHIER,NATOL HOLIDAYS & TOURS SDN BHD,"Kuching, Sarawak",,"Front Office & Guest ServicesFront Office & Guest Services , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,4d ago,Jobstreet,https://www.jobstreet.com.my/job/76392975?type=standard&ref=search-standalone
Sales Admin Executive,Top Green Construction Development Sdn Bhd,"Kuching, Sarawak",,"Client & Sales AdministrationClient & Sales Administration , Administration & Office Support(Administration & Office Support)",Career growthAttractive remunerationGood working environment,09-06-2024,6d ago,Jobstreet,https://www.jobstreet.com.my/job/76317260?type=standout&ref=search-standalone
Lorry Driver,JAKKER TRADING SDN BHD,"Kuching, Sarawak",,"Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,2d ago,Jobstreet,https://www.jobstreet.com.my/job/76448646?type=standard&ref=search-standalone
